"Year","Year_num","Location","Parameter","Time","Group","Manip1","Manip2","Metric","Value"
1994-01-01,1994,"United States","Primary_Energy_Consumption",1965,"1 2 3 4 5","Absolute","GDP","Energy_per_GDP",2.31
1995-01-01,1995,"United States","Primary_Energy_Consumption",1965,"1 2 3 4 5","Absolute","GDP","Energy_per_GDP",2.292
1996-01-01,1996,"United States","Primary_Energy_Consumption",1965,"1 2 3 4 5","Absolute","GDP","Energy_per_GDP",2.282
1997-01-01,1997,"United States","Primary_Energy_Consumption",1965,"1 2 3 4 5","Absolute","GDP","Energy_per_GDP",2.199
1998-01-01,1998,"United States","Primary_Energy_Consumption",1965,"1 2 3 4 5","Absolute","GDP","Energy_per_GDP",2.12
1999-01-01,1999,"United States","Primary_Energy_Consumption",1965,"1 2 3 4 5","Absolute","GDP","Energy_per_GDP",2.054
2000-01-01,2000,"United States","Primary_Energy_Consumption",1965,"1 2 3 4 5","Absolute","GDP","Energy_per_GDP",2.02
2001-01-01,2001,"United States","Primary_Energy_Consumption",1965,"1 2 3 4 5","Absolute","GDP","Energy_per_GDP",1.959
2002-01-01,2002,"United States","Primary_Energy_Consumption",1965,"1 2 3 4 5","Absolute","GDP","Energy_per_GDP",1.959
2003-01-01,2003,"United States","Primary_Energy_Consumption",1965,"1 2 3 4 5","Absolute","GDP","Energy_per_GDP",1.909
2004-01-01,2004,"United States","Primary_Energy_Consumption",1965,"1 2 3 4 5","Absolute","GDP","Energy_per_GDP",1.879
2005-01-01,2005,"United States","Primary_Energy_Consumption",1965,"1 2 3 4 5","Absolute","GDP","Energy_per_GDP",1.818
2006-01-01,2006,"United States","Primary_Energy_Consumption",1965,"1 2 3 4 5","Absolute","GDP","Energy_per_GDP",1.756
2007-01-01,2007,"United States","Primary_Energy_Consumption",1965,"1 2 3 4 5","Absolute","GDP","Energy_per_GDP",1.748
2008-01-01,2008,"United States","Primary_Energy_Consumption",1965,"1 2 3 4 5","Absolute","GDP","Energy_per_GDP",1.717
2009-01-01,2009,"United States","Primary_Energy_Consumption",1965,"1 2 3 4 5","Absolute","GDP","Energy_per_GDP",1.677
2010-01-01,2010,"United States","Primary_Energy_Consumption",1965,"1 2 3 4 5","Absolute","GDP","Energy_per_GDP",1.69
2011-01-01,2011,"United States","Primary_Energy_Consumption",1965,"1 2 3 4 5","Absolute","GDP","Energy_per_GDP",1.654
2012-01-01,2012,"United States","Primary_Energy_Consumption",1965,"1 2 3 4 5","Absolute","GDP","Energy_per_GDP",1.571
2013-01-01,2013,"United States","Primary_Energy_Consumption",1965,"1 2 3 4 5","Absolute","GDP","Energy_per_GDP",1.595
2014-01-01,2014,"United States","Primary_Energy_Consumption",1965,"1 2 3 4 5","Absolute","GDP","Energy_per_GDP",1.574
2015-01-01,2015,"United States","Primary_Energy_Consumption",1965,"1 2 3 4 5","Absolute","GDP","Energy_per_GDP",1.523
2016-01-01,2016,"United States","Primary_Energy_Consumption",1965,"1 2 3 4 5","Absolute","GDP","Energy_per_GDP",1.496
1965-01-01,1965,"Venezuela","Primary_Energy_Consumption",1965,"1 0 0 0 0","Absolute","GDP","Energy_per_GDP",3.218
1966-01-01,1966,"Venezuela","Primary_Energy_Consumption",1965,"1 0 0 0 0","Absolute","GDP","Energy_per_GDP",3.06
1967-01-01,1967,"Venezuela","Primary_Energy_Consumption",1965,"1 0 0 0 0","Absolute","GDP","Energy_per_GDP",3.09
1968-01-01,1968,"Venezuela","Primary_Energy_Consumption",1965,"1 0 0 0 0","Absolute","GDP","Energy_per_GDP",3.053
1969-01-01,1969,"Venezuela","Primary_Energy_Consumption",1965,"1 0 0 0 0","Absolute","GDP","Energy_per_GDP",2.931
1970-01-01,1970,"Venezuela","Primary_Energy_Consumption",1965,"1 0 0 0 0","Absolute","GDP","Energy_per_GDP",2.611
1971-01-01,1971,"Venezuela","Primary_Energy_Consumption",1965,"1 0 0 0 0","Absolute","GDP","Energy_per_GDP",2.648
1972-01-01,1972,"Venezuela","Primary_Energy_Consumption",1965,"1 0 0 0 0","Absolute","GDP","Energy_per_GDP",2.667
1973-01-01,1973,"Venezuela","Primary_Energy_Consumption",1965,"1 0 0 0 0","Absolute","GDP","Energy_per_GDP",2.66
1974-01-01,1974,"Venezuela","Primary_Energy_Consumption",1965,"1 0 0 0 0","Absolute","GDP","Energy_per_GDP",1.952
1975-01-01,1975,"Venezuela","Primary_Energy_Consumption",1965,"1 0 0 0 0","Absolute","GDP","Energy_per_GDP",2.085
1976-01-01,1976,"Venezuela","Primary_Energy_Consumption",1965,"1 0 0 0 0","Absolute","GDP","Energy_per_GDP",2.216
1977-01-01,1977,"Venezuela","Primary_Energy_Consumption",1965,"1 0 0 0 0","Absolute","GDP","Energy_per_GDP",2.386
1978-01-01,1978,"Venezuela","Primary_Energy_Consumption",1965,"1 0 0 0 0","Absolute","GDP","Energy_per_GDP",2.505
1979-01-01,1979,"Venezuela","Primary_Energy_Consumption",1965,"1 0 0 0 0","Absolute","GDP","Energy_per_GDP",2.488
1980-01-01,1980,"Venezuela","Primary_Energy_Consumption",1965,"1 0 0 0 0","Absolute","GDP","Energy_per_GDP",2.687
1981-01-01,1981,"Venezuela","Primary_Energy_Consumption",1965,"1 0 0 0 0","Absolute","GDP","Energy_per_GDP",2.822
1982-01-01,1982,"Venezuela","Primary_Energy_Consumption",1965,"1 0 0 0 0","Absolute","GDP","Energy_per_GDP",3.101
1983-01-01,1983,"Venezuela","Primary_Energy_Consumption",1965,"1 0 0 0 0","Absolute","GDP","Energy_per_GDP",3.126
1984-01-01,1984,"Venezuela","Primary_Energy_Consumption",1965,"1 0 0 0 0","Absolute","GDP","Energy_per_GDP",3.162
1985-01-01,1985,"Venezuela","Primary_Energy_Consumption",1965,"1 0 0 0 0","Absolute","GDP","Energy_per_GDP",3.309
1986-01-01,1986,"Venezuela","Primary_Energy_Consumption",1965,"1 0 0 0 0","Absolute","GDP","Energy_per_GDP",3.835
1987-01-01,1987,"Venezuela","Primary_Energy_Consumption",1965,"1 0 0 0 0","Absolute","GDP","Energy_per_GDP",3.738
1988-01-01,1988,"Venezuela","Primary_Energy_Consumption",1965,"1 0 0 0 0","Absolute","GDP","Energy_per_GDP",3.756
1989-01-01,1989,"Venezuela","Primary_Energy_Consumption",1965,"1 0 0 0 0","Absolute","GDP","Energy_per_GDP",4.006
1990-01-01,1990,"Venezuela","Primary_Energy_Consumption",1965,"1 0 0 0 0","Absolute","GDP","Energy_per_GDP",3.97
1991-01-01,1991,"Venezuela","Primary_Energy_Consumption",1965,"1 0 0 0 0","Absolute","GDP","Energy_per_GDP",3.928
1992-01-01,1992,"Venezuela","Primary_Energy_Consumption",1965,"1 0 0 0 0","Absolute","GDP","Energy_per_GDP",3.756
1993-01-01,1993,"Venezuela","Primary_Energy_Consumption",1965,"1 0 0 0 0","Absolute","GDP","Energy_per_GDP",4.02
1994-01-01,1994,"Venezuela","Primary_Energy_Consumption",1965,"1 0 0 0 0","Absolute","GDP","Energy_per_GDP",4.628
1995-01-01,1995,"Venezuela","Primary_Energy_Consumption",1965,"1 0 0 0 0","Absolute","GDP","Energy_per_GDP",4.555
1996-01-01,1996,"Venezuela","Primary_Energy_Consumption",1965,"1 0 0 0 0","Absolute","GDP","Energy_per_GDP",4.548
1997-01-01,1997,"Venezuela","Primary_Energy_Consumption",1965,"1 0 0 0 0","Absolute","GDP","Energy_per_GDP",4.654
1998-01-01,1998,"Venezuela","Primary_Energy_Consumption",1965,"1 0 0 0 0","Absolute","GDP","Energy_per_GDP",5.278
1999-01-01,1999,"Venezuela","Primary_Energy_Consumption",1965,"1 0 0 0 0","Absolute","GDP","Energy_per_GDP",4.919
2000-01-01,2000,"Venezuela","Primary_Energy_Consumption",1965,"1 0 0 0 0","Absolute","GDP","Energy_per_GDP",4.077
2001-01-01,2001,"Venezuela","Primary_Energy_Consumption",1965,"1 0 0 0 0","Absolute","GDP","Energy_per_GDP",4.5
2002-01-01,2002,"Venezuela","Primary_Energy_Consumption",1965,"1 0 0 0 0","Absolute","GDP","Energy_per_GDP",4.652
2003-01-01,2003,"Venezuela","Primary_Energy_Consumption",1965,"1 0 0 0 0","Absolute","GDP","Energy_per_GDP",4.328
2004-01-01,2004,"Venezuela","Primary_Energy_Consumption",1965,"1 0 0 0 0","Absolute","GDP","Energy_per_GDP",3.739
2005-01-01,2005,"Venezuela","Primary_Energy_Consumption",1965,"1 0 0 0 0","Absolute","GDP","Energy_per_GDP",3.071
2006-01-01,2006,"Venezuela","Primary_Energy_Consumption",1965,"1 0 0 0 0","Absolute","GDP","Energy_per_GDP",2.94
2007-01-01,2007,"Venezuela","Primary_Energy_Consumption",1965,"1 0 0 0 0","Absolute","GDP","Energy_per_GDP",2.62
2008-01-01,2008,"Venezuela","Primary_Energy_Consumption",1965,"1 0 0 0 0","Absolute","GDP","Energy_per_GDP",2.332
2009-01-01,2009,"Venezuela","Primary_Energy_Consumption",1965,"1 0 0 0 0","Absolute","GDP","Energy_per_GDP",2.659
2010-01-01,2010,"Venezuela","Primary_Energy_Consumption",1965,"1 0 0 0 0","Absolute","GDP","Energy_per_GDP",2.068
2011-01-01,2011,"Venezuela","Primary_Energy_Consumption",1965,"1 0 0 0 0","Absolute","GDP","Energy_per_GDP",1.944
2012-01-01,2012,"Venezuela","Primary_Energy_Consumption",1965,"1 0 0 0 0","Absolute","GDP","Energy_per_GDP",1.994
2013-01-01,2013,"Venezuela","Primary_Energy_Consumption",1965,"1 0 0 0 0","Absolute","GDP","Energy_per_GDP",1.815
2014-01-01,2014,"Venezuela","Primary_Energy_Consumption",1965,"1 0 0 0 0","Absolute","GDP","Energy_per_GDP",1.855
2015-01-01,2015,"Venezuela","Primary_Energy_Consumption",1965,"1 0 0 0 0","Absolute","GDP","Energy_per_GDP",1.91
2016-01-01,2016,"Venezuela","Primary_Energy_Consumption",1965,"1 0 0 0 0","Absolute","GDP","Energy_per_GDP",2.122
1965-01-01,1965,"Vietnam","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","GDP","Energy_per_GDP",0.665
1966-01-01,1966,"Vietnam","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","GDP","Energy_per_GDP",1.153
1967-01-01,1967,"Vietnam","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","GDP","Energy_per_GDP",1.816
1968-01-01,1968,"Vietnam","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","GDP","Energy_per_GDP",1.918
1969-01-01,1969,"Vietnam","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","GDP","Energy_per_GDP",2.089
1970-01-01,1970,"Vietnam","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","GDP","Energy_per_GDP",2.137
1971-01-01,1971,"Vietnam","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","GDP","Energy_per_GDP",1.869
1972-01-01,1972,"Vietnam","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","GDP","Energy_per_GDP",1.487
1973-01-01,1973,"Vietnam","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","GDP","Energy_per_GDP",1.513
1974-01-01,1974,"Vietnam","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","GDP","Energy_per_GDP",1.137
1975-01-01,1975,"Vietnam","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","GDP","Energy_per_GDP",1.535
1976-01-01,1976,"Vietnam","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","GDP","Energy_per_GDP",0.772
1977-01-01,1977,"Vietnam","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","GDP","Energy_per_GDP",0.779
1978-01-01,1978,"Vietnam","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","GDP","Energy_per_GDP",0.808
1979-01-01,1979,"Vietnam","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","GDP","Energy_per_GDP",0.86
1980-01-01,1980,"Vietnam","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","GDP","Energy_per_GDP",0.929
1981-01-01,1981,"Vietnam","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","GDP","Energy_per_GDP",0.929
1982-01-01,1982,"Vietnam","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","GDP","Energy_per_GDP",0.991
1983-01-01,1983,"Vietnam","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","GDP","Energy_per_GDP",0.995
1984-01-01,1984,"Vietnam","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","GDP","Energy_per_GDP",0.933
1985-01-01,1985,"Vietnam","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","GDP","Energy_per_GDP",0.875
1986-01-01,1986,"Vietnam","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","GDP","Energy_per_GDP",0.934
1987-01-01,1987,"Vietnam","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","GDP","Energy_per_GDP",1.015
1988-01-01,1988,"Vietnam","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","GDP","Energy_per_GDP",0.957
1989-01-01,1989,"Vietnam","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","GDP","Energy_per_GDP",0.913
1990-01-01,1990,"Vietnam","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","GDP","Energy_per_GDP",0.93
1991-01-01,1991,"Vietnam","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","GDP","Energy_per_GDP",0.845
1992-01-01,1992,"Vietnam","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","GDP","Energy_per_GDP",0.847
1993-01-01,1993,"Vietnam","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","GDP","Energy_per_GDP",0.862
1994-01-01,1994,"Vietnam","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","GDP","Energy_per_GDP",0.905
1995-01-01,1995,"Vietnam","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","GDP","Energy_per_GDP",0.967
1996-01-01,1996,"Vietnam","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","GDP","Energy_per_GDP",0.979
1997-01-01,1997,"Vietnam","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","GDP","Energy_per_GDP",1.047
1998-01-01,1998,"Vietnam","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","GDP","Energy_per_GDP",1.085
1999-01-01,1999,"Vietnam","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","GDP","Energy_per_GDP",1.111
2000-01-01,2000,"Vietnam","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","GDP","Energy_per_GDP",1.166
2001-01-01,2001,"Vietnam","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","GDP","Energy_per_GDP",1.234
2002-01-01,2002,"Vietnam","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","GDP","Energy_per_GDP",1.231
2003-01-01,2003,"Vietnam","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","GDP","Energy_per_GDP",1.225
2004-01-01,2004,"Vietnam","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","GDP","Energy_per_GDP",1.381
2005-01-01,2005,"Vietnam","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","GDP","Energy_per_GDP",1.325
2006-01-01,2006,"Vietnam","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","GDP","Energy_per_GDP",1.128
2007-01-01,2007,"Vietnam","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","GDP","Energy_per_GDP",1.091
2008-01-01,2008,"Vietnam","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","GDP","Energy_per_GDP",1.275
2009-01-01,2009,"Vietnam","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","GDP","Energy_per_GDP",1.289
2010-01-01,2010,"Vietnam","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","GDP","Energy_per_GDP",1.296
2011-01-01,2011,"Vietnam","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","GDP","Energy_per_GDP",1.367
2012-01-01,2012,"Vietnam","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","GDP","Energy_per_GDP",1.379
2013-01-01,2013,"Vietnam","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","GDP","Energy_per_GDP",1.401
2014-01-01,2014,"Vietnam","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","GDP","Energy_per_GDP",1.435
2015-01-01,2015,"Vietnam","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","GDP","Energy_per_GDP",1.485
2016-01-01,2016,"Vietnam","Primary_Energy_Consumption",1965,"0 0 3 0 0","Absolute","GDP","Energy_per_GDP",1.495
1965-01-01,1965,"Australia","CO2",1965,"0 2 0 4 0","Growth","Absolute","Growth_CO2",0
1966-01-01,1966,"Australia","CO2",1965,"0 2 0 4 0","Growth","Absolute","Growth_CO2",-0.00524604271304809
1967-01-01,1967,"Australia","CO2",1965,"0 2 0 4 0","Growth","Absolute","Growth_CO2",0.0686040065203182
1968-01-01,1968,"Australia","CO2",1965,"0 2 0 4 0","Growth","Absolute","Growth_CO2",0.112897487029697
1969-01-01,1969,"Australia","CO2",1965,"0 2 0 4 0","Growth","Absolute","Growth_CO2",0.176007215377359
1970-01-01,1970,"Australia","CO2",1965,"0 2 0 4 0","Growth","Absolute","Growth_CO2",0.220325519432699
1971-01-01,1971,"Australia","CO2",1965,"0 2 0 4 0","Growth","Absolute","Growth_CO2",0.262939273332065
1972-01-01,1972,"Australia","CO2",1965,"0 2 0 4 0","Growth","Absolute","Growth_CO2",0.301879142429232
1973-01-01,1973,"Australia","CO2",1965,"0 2 0 4 0","Growth","Absolute","Growth_CO2",0.413510628614929
1974-01-01,1974,"Australia","CO2",1965,"0 2 0 4 0","Growth","Absolute","Growth_CO2",0.42478051848113
1975-01-01,1975,"Australia","CO2",1965,"0 2 0 4 0","Growth","Absolute","Growth_CO2",0.453948184985065
1976-01-01,1976,"Australia","CO2",1965,"0 2 0 4 0","Growth","Absolute","Growth_CO2",0.44038625437515
1977-01-01,1977,"Australia","CO2",1965,"0 2 0 4 0","Growth","Absolute","Growth_CO2",0.552340446658337
1978-01-01,1978,"Australia","CO2",1965,"0 2 0 4 0","Growth","Absolute","Growth_CO2",0.669962681935906
1979-01-01,1979,"Australia","CO2",1965,"0 2 0 4 0","Growth","Absolute","Growth_CO2",0.695199953662714
1980-01-01,1980,"Australia","CO2",1965,"0 2 0 4 0","Growth","Absolute","Growth_CO2",0.824787138093386
1981-01-01,1981,"Australia","CO2",1965,"0 2 0 4 0","Growth","Absolute","Growth_CO2",0.904239034198572
1982-01-01,1982,"Australia","CO2",1965,"0 2 0 4 0","Growth","Absolute","Growth_CO2",0.935318113741488
1983-01-01,1983,"Australia","CO2",1965,"0 2 0 4 0","Growth","Absolute","Growth_CO2",0.859986926265794
1984-01-01,1984,"Australia","CO2",1965,"0 2 0 4 0","Growth","Absolute","Growth_CO2",0.955772715613183
1985-01-01,1985,"Australia","CO2",1965,"0 2 0 4 0","Growth","Absolute","Growth_CO2",0.99405889800005
1986-01-01,1986,"Australia","CO2",1965,"0 2 0 4 0","Growth","Absolute","Growth_CO2",0.983583361604594
1987-01-01,1987,"Australia","CO2",1965,"0 2 0 4 0","Growth","Absolute","Growth_CO2",1.11703474468983
1988-01-01,1988,"Australia","CO2",1965,"0 2 0 4 0","Growth","Absolute","Growth_CO2",1.15864728223544
1989-01-01,1989,"Australia","CO2",1965,"0 2 0 4 0","Growth","Absolute","Growth_CO2",1.29606215815909
1990-01-01,1990,"Australia","CO2",1965,"0 2 0 4 0","Growth","Absolute","Growth_CO2",1.30383192804481
1991-01-01,1991,"Australia","CO2",1965,"0 2 0 4 0","Growth","Absolute","Growth_CO2",1.31581342622856
1992-01-01,1992,"Australia","CO2",1965,"0 2 0 4 0","Growth","Absolute","Growth_CO2",1.35750870892737
1993-01-01,1993,"Australia","CO2",1965,"0 2 0 4 0","Growth","Absolute","Growth_CO2",1.39327943865688
1994-01-01,1994,"Australia","CO2",1965,"0 2 0 4 0","Growth","Absolute","Growth_CO2",1.43283162188775
1995-01-01,1995,"Australia","CO2",1965,"0 2 0 4 0","Growth","Absolute","Growth_CO2",1.52711972396217
1996-01-01,1996,"Australia","CO2",1965,"0 2 0 4 0","Growth","Absolute","Growth_CO2",1.58464415446865
1997-01-01,1997,"Australia","CO2",1965,"0 2 0 4 0","Growth","Absolute","Growth_CO2",1.65442314216445
1998-01-01,1998,"Australia","CO2",1965,"0 2 0 4 0","Growth","Absolute","Growth_CO2",1.76935615996293
1999-01-01,1999,"Australia","CO2",1965,"0 2 0 4 0","Growth","Absolute","Growth_CO2",1.8469628391517
2000-01-01,2000,"Australia","CO2",1965,"0 2 0 4 0","Growth","Absolute","Growth_CO2",1.89769389258024
2001-01-01,2001,"Australia","CO2",1965,"0 2 0 4 0","Growth","Absolute","Growth_CO2",1.9595376200839
2002-01-01,2002,"Australia","CO2",1965,"0 2 0 4 0","Growth","Absolute","Growth_CO2",1.99711219415323
2003-01-01,2003,"Australia","CO2",1965,"0 2 0 4 0","Growth","Absolute","Growth_CO2",2.05930345130034
2004-01-01,2004,"Australia","CO2",1965,"0 2 0 4 0","Growth","Absolute","Growth_CO2",2.17083564330219
2005-01-01,2005,"Australia","CO2",1965,"0 2 0 4 0","Growth","Absolute","Growth_CO2",2.19820773998163
2006-01-01,2006,"Australia","CO2",1965,"0 2 0 4 0","Growth","Absolute","Growth_CO2",2.24924495047703
2007-01-01,2007,"Australia","CO2",1965,"0 2 0 4 0","Growth","Absolute","Growth_CO2",2.30849875468544
2008-01-01,2008,"Australia","CO2",1965,"0 2 0 4 0","Growth","Absolute","Growth_CO2",2.34635466227566
2009-01-01,2009,"Australia","CO2",1965,"0 2 0 4 0","Growth","Absolute","Growth_CO2",2.37155883594118
2010-01-01,2010,"Australia","CO2",1965,"0 2 0 4 0","Growth","Absolute","Growth_CO2",2.35534078591346
2011-01-01,2011,"Australia","CO2",1965,"0 2 0 4 0","Growth","Absolute","Growth_CO2",2.34433568053751
2012-01-01,2012,"Australia","CO2",1965,"0 2 0 4 0","Growth","Absolute","Growth_CO2",2.36364012477969
2013-01-01,2013,"Australia","CO2",1965,"0 2 0 4 0","Growth","Absolute","Growth_CO2",2.29278545009226
2014-01-01,2014,"Australia","CO2",1965,"0 2 0 4 0","Growth","Absolute","Growth_CO2",2.26112715447693
2015-01-01,2015,"Australia","CO2",1965,"0 2 0 4 0","Growth","Absolute","Growth_CO2",2.32267299942906
2016-01-01,2016,"Australia","CO2",1965,"0 2 0 4 0","Growth","Absolute","Growth_CO2",2.40109058111921
1965-01-01,1965,"Austria","CO2",1965,"0 2 0 0 0","Growth","Absolute","Growth_CO2",0
1966-01-01,1966,"Austria","CO2",1965,"0 2 0 0 0","Growth","Absolute","Growth_CO2",0.0280013633622612
1967-01-01,1967,"Austria","CO2",1965,"0 2 0 0 0","Growth","Absolute","Growth_CO2",0.0465378464119976
1968-01-01,1968,"Austria","CO2",1965,"0 2 0 0 0","Growth","Absolute","Growth_CO2",0.108964106866626
1969-01-01,1969,"Austria","CO2",1965,"0 2 0 0 0","Growth","Absolute","Growth_CO2",0.170341627120422
1970-01-01,1970,"Austria","CO2",1965,"0 2 0 0 0","Growth","Absolute","Growth_CO2",0.327495346215359
1971-01-01,1971,"Austria","CO2",1965,"0 2 0 0 0","Growth","Absolute","Growth_CO2",0.365171337930311
1972-01-01,1972,"Austria","CO2",1965,"0 2 0 0 0","Growth","Absolute","Growth_CO2",0.470097795023728
1973-01-01,1973,"Austria","CO2",1965,"0 2 0 0 0","Growth","Absolute","Growth_CO2",0.573529797330956
1974-01-01,1974,"Austria","CO2",1965,"0 2 0 0 0","Growth","Absolute","Growth_CO2",0.502189245169241
1975-01-01,1975,"Austria","CO2",1965,"0 2 0 0 0","Growth","Absolute","Growth_CO2",0.421410031200021
1976-01-01,1976,"Austria","CO2",1965,"0 2 0 0 0","Growth","Absolute","Growth_CO2",0.526021866233187
1977-01-01,1977,"Austria","CO2",1965,"0 2 0 0 0","Growth","Absolute","Growth_CO2",0.468078970137123
1978-01-01,1978,"Austria","CO2",1965,"0 2 0 0 0","Growth","Absolute","Growth_CO2",0.500406386827823
1979-01-01,1979,"Austria","CO2",1965,"0 2 0 0 0","Growth","Absolute","Growth_CO2",0.607771164888178
1980-01-01,1980,"Austria","CO2",1965,"0 2 0 0 0","Growth","Absolute","Growth_CO2",0.364043942214415
1981-01-01,1981,"Austria","CO2",1965,"0 2 0 0 0","Growth","Absolute","Growth_CO2",0.463884009333788
1982-01-01,1982,"Austria","CO2",1965,"0 2 0 0 0","Growth","Absolute","Growth_CO2",0.404420439946514
1983-01-01,1983,"Austria","CO2",1965,"0 2 0 0 0","Growth","Absolute","Growth_CO2",0.354683935921974
1984-01-01,1984,"Austria","CO2",1965,"0 2 0 0 0","Growth","Absolute","Growth_CO2",0.421436249705042
1985-01-01,1985,"Austria","CO2",1965,"0 2 0 0 0","Growth","Absolute","Growth_CO2",0.42542146246821
1986-01-01,1986,"Austria","CO2",1965,"0 2 0 0 0","Growth","Absolute","Growth_CO2",0.408720274769933
1987-01-01,1987,"Austria","CO2",1965,"0 2 0 0 0","Growth","Absolute","Growth_CO2",0.504286725570908
1988-01-01,1988,"Austria","CO2",1965,"0 2 0 0 0","Growth","Absolute","Growth_CO2",0.387955218793425
1989-01-01,1989,"Austria","CO2",1965,"0 2 0 0 0","Growth","Absolute","Growth_CO2",0.407881282609266
1990-01-01,1990,"Austria","CO2",1965,"0 2 0 0 0","Growth","Absolute","Growth_CO2",0.628824624419916
1991-01-01,1991,"Austria","CO2",1965,"0 2 0 0 0","Growth","Absolute","Growth_CO2",0.723237460999974
1992-01-01,1992,"Austria","CO2",1965,"0 2 0 0 0","Growth","Absolute","Growth_CO2",0.578458876274875
1993-01-01,1993,"Austria","CO2",1965,"0 2 0 0 0","Growth","Absolute","Growth_CO2",0.589759051938858
1994-01-01,1994,"Austria","CO2",1965,"0 2 0 0 0","Growth","Absolute","Growth_CO2",0.599381243281508
1995-01-01,1995,"Austria","CO2",1965,"0 2 0 0 0","Growth","Absolute","Growth_CO2",0.679688524160352
1996-01-01,1996,"Austria","CO2",1965,"0 2 0 0 0","Growth","Absolute","Growth_CO2",0.767704045515325
1997-01-01,1997,"Austria","CO2",1965,"0 2 0 0 0","Growth","Absolute","Growth_CO2",0.762748748066385
1998-01-01,1998,"Austria","CO2",1965,"0 2 0 0 0","Growth","Absolute","Growth_CO2",0.753362523268923
1999-01-01,1999,"Austria","CO2",1965,"0 2 0 0 0","Growth","Absolute","Growth_CO2",0.718963844681576
2000-01-01,2000,"Austria","CO2",1965,"0 2 0 0 0","Growth","Absolute","Growth_CO2",0.734694947694083
2001-01-01,2001,"Austria","CO2",1965,"0 2 0 0 0","Growth","Absolute","Growth_CO2",0.837995857476207
2002-01-01,2002,"Austria","CO2",1965,"0 2 0 0 0","Growth","Absolute","Growth_CO2",0.885608662594059
2003-01-01,2003,"Austria","CO2",1965,"0 2 0 0 0","Growth","Absolute","Growth_CO2",1.03334993838651
2004-01-01,2004,"Austria","CO2",1965,"0 2 0 0 0","Growth","Absolute","Growth_CO2",1.03649615898901
2005-01-01,2005,"Austria","CO2",1965,"0 2 0 0 0","Growth","Absolute","Growth_CO2",1.07629584961066
2006-01-01,2006,"Austria","CO2",1965,"0 2 0 0 0","Growth","Absolute","Growth_CO2",1.01615059909284
2007-01-01,2007,"Austria","CO2",1965,"0 2 0 0 0","Growth","Absolute","Growth_CO2",0.947064838362917
